ITEM,BID,OLDCN,NEWCN,TITLE,AUTHOR,BRANCHCODE,LOCCODE
21982022543577,34088,E ADLE - BEGINNING TO READ,ER ADLE,Young Cam Jansen and the Molly shoe mystery /,"Adler, David A.",BKE,EPRDR
21982022543585,34088,E ADLE - BEGINNING TO READ,ER ADLE,Young Cam Jansen and the Molly shoe mystery /,"Adler, David A.",CBA,EPRDR
21982028818668,95927,E ADLER - BEGINNING TO READ,ER ADLER,"Get a hit, Mo! /","Adler, David A.",URL,EPRDR
21982028476871,86741,E ADLER - BEGINNING TO READ,ER ADLER,Don't throw it to Mo! /,"Adler, David A.",URL,EPRDR
21982031653482,86741,E ADLER - BEGINNING TO READ,ER ADLER,Don't throw it to Mo! /,"Adler, David A.",URL,EPRDR
21982028476855,86741,E ADLER - BEGINNING TO READ,ER ADLER,Don't throw it to Mo! /,"Adler, David A.",BRU,EPRDR
21982021416676,73675,E ADLER - BEGINNING TO READ,ER ADLER,Bones and the apple pie mystery /,"Adler, David A.",WAL,EPRDR
21982028818650,95927,E ADLER - BEGINNING TO READ,ER ADLER,"Get a hit, Mo! /","Adler, David A.",BRU,EPRDR
21982028818684,95927,E ADLER - BEGINNING TO READ,ER ADLER,"Get a hit, Mo! /","Adler, David A.",CBA,EPRDR
21982021416601,73675,E ADLER - BEGINNING TO READ,ER ADLER,Bones and the apple pie mystery /,"Adler, David A.",URL,EPRDR
21982021416593,73675,E ADLER - BEGINNING TO READ,ER ADLER,Bones and the apple pie mystery /,"Adler, David A.",URL,EPRDR
21982021416650,73675,E ADLER - BEGINNING TO READ,ER ADLER,Bones and the apple pie mystery /,"Adler, David A.",MYE,EPRDR
21982021416619,73675,E ADLER - BEGINNING TO READ,ER ADLER,Bones and the apple pie mystery /,"Adler, David A.",EMM,EPRDR
21982020021972,72436,E ADLER - BEGINNING TO READ,ER ADLER,Young Cam Jansen and the goldfish mystery /,"Adler, David A.",CBA,EPRDR
21982020021980,72436,E ADLER - BEGINNING TO READ,ER ADLER,Young Cam Jansen and the goldfish mystery /,"Adler, David A.",MID,EPRDR
21982020021949,72436,E ADLER - BEGINNING TO READ,ER ADLER,Young Cam Jansen and the goldfish mystery /,"Adler, David A.",TRL,EPRDR
21982021416627,73675,E ADLER - BEGINNING TO READ,ER ADLER,Bones and the apple pie mystery /,"Adler, David A.",CBA,EPRDR
21982021416668,73675,E ADLER - BEGINNING TO READ,ER ADLER,Bones and the apple pie mystery /,"Adler, David A.",CBA,EPRDR
21982030209252,77711,E ADLER -BEGINNING TO READ,ER ADLER,Young Cam Jansen and the knock knock mystery /,"Adler, David A.",URL,EPRDR
21982030209286,77711,E ADLER -BEGINNING TO READ,ER ADLER,Young Cam Jansen and the knock knock mystery /,"Adler, David A.",URL,EPRDR
21982030209260,77711,E ADLER -BEGINNING TO READ,ER ADLER,Young Cam Jansen and the knock knock mystery /,"Adler, David A.",URL,EPRDR
21982030209294,77711,E ADLER -BEGINNING TO READ,ER ADLER,Young Cam Jansen and the knock knock mystery /,"Adler, David A.",CBA,EPRDR
21982030209245,77711,E ADLER -BEGINNING TO READ,ER ADLER,Young Cam Jansen and the knock knock mystery /,"Adler, David A.",CBA,EPRDR
21982028859472,94628,E ANDERSON - BEGINNING TO READ,ER ANDERSON,I can help! /,"Anderson, Peggy Perry",MID,EPRDR
21982028859415,94628,E ANDERSON - BEGINNING TO READ,ER ANDERSON,I can help! /,"Anderson, Peggy Perry",URL,EPRDR
21982028859423,94628,E ANDERSON - BEGINNING TO READ,ER ANDERSON,I can help! /,"Anderson, Peggy Perry",URL,EPRDR
21982028859407,94628,E ANDERSON - BEGINNING TO READ,ER ANDERSON,I can help! /,"Anderson, Peggy Perry",WAL,EPRDR
21982028859464,94628,E ANDERSON - BEGINNING TO READ,ER ANDERSON,I can help! /,"Anderson, Peggy Perry",WAL,EPRDR
21982029027087,177170,E ANDERSON - BEGINNING TO READ,ER ANDERSON,To the tub /,"Anderson, Peggy Perry",BRU,EPRDR
21982029027079,177170,E ANDERSON - BEGINNING TO READ,ER ANDERSON,To the tub /,"Anderson, Peggy Perry",CBA,EPRDR
21982028834822,4454,E ANDERSON - BEGINNING TO READ,ER ANDERSON,Let's clean up! /,"Anderson, Peggy Perry",MID,EPRDR
21982028834798,4454,E ANDERSON - BEGINNING TO READ,ER ANDERSON,Let's clean up! /,"Anderson, Peggy Perry",MYE,EPRDR
21982028834780,4454,E ANDERSON - BEGINNING TO READ,ER ANDERSON,Let's clean up! /,"Anderson, Peggy Perry",URL,EPRDR
21982009454459,4454,E ANDERSON - BEGINNING TO READ,ER ANDERSON,Let's clean up! /,"Anderson, Peggy Perry",WAL,EPRDR
21982028834772,27215,E ANDERSON - BEGINNING TO READ,ER ANDERSON,Joe on the go /,"Anderson, Peggy Perry",BRU,EPRDR
21982028834756,27215,E ANDERSON - BEGINNING TO READ,ER ANDERSON,Joe on the go /,"Anderson, Peggy Perry",MYE,EPRDR
21982020396952,27215,E ANDERSON - BEGINNING TO READ,ER ANDERSON,Joe on the go /,"Anderson, Peggy Perry",TRL,EPRDR
21982029760885,13428,E ANDERSON - BEGINNING TO READ,ER ANDERSON,"Time for bed, the babysitter said /","Anderson, Peggy Perry",BRU,EPRDR
21982031644457,13428,E ANDERSON - BEGINNING TO READ,ER ANDERSON,"Time for bed, the babysitter said /","Anderson, Peggy Perry",URL,EPRDR
21982029760901,13428,E ANDERSON - BEGINNING TO READ,ER ANDERSON,"Time for bed, the babysitter said /","Anderson, Peggy Perry",CBA,EPRDR
21982029760893,13428,E ANDERSON - BEGINNING TO READ,ER ANDERSON,"Time for bed, the babysitter said /","Anderson, Peggy Perry",TRL,JDSPLY
21982028859431,94628,E ANDERSON - BEGINNING TO READ,ER ANDERSON,I can help! /,"Anderson, Peggy Perry",CBA,EPRDR
21982031653458,94628,E ANDERSON - BEGINNING TO READ,ER ANDERSON,I can help! /,"Anderson, Peggy Perry",CBA,EPRDR
21982020196196,73246,E ANGRY - BEGINNING TO READ,ER ANGRY,Lard Vader's villains /,"Amos, Ruth",BRU,EPRDR
21982030517076,74079,E ANGRY - BEGINNING TO READ,ER ANGRY,Yoda bird's heroes /,"Amos, Ruth",TRL,EPRDR
21982030517142,74079,E ANGRY - BEGINNING TO READ,ER ANGRY,Yoda bird's heroes /,"Amos, Ruth",MID,EPRDR
21982030517126,74079,E ANGRY - BEGINNING TO READ,ER ANGRY,Yoda bird's heroes /,"Amos, Ruth",BRU,EPRDR
21982030517167,74079,E ANGRY - BEGINNING TO READ,ER ANGRY,Yoda bird's heroes /,"Amos, Ruth",BKE,EPRDR
21982020196261,73246,E ANGRY - BEGINNING TO READ,ER ANGRY,Lard Vader's villains /,"Amos, Ruth",WAL,EPRDR
21982020196170,73246,E ANGRY - BEGINNING TO READ,ER ANGRY,Lard Vader's villains /,"Amos, Ruth",URL,EPRDR
21982020196212,73246,E ANGRY - BEGINNING TO READ,ER ANGRY,Lard Vader's villains /,"Amos, Ruth",TRL,EPRDR
21982020196279,73246,E ANGRY - BEGINNING TO READ,ER ANGRY,Lard Vader's villains /,"Amos, Ruth",CBA,EPRDR
21982020196246,73246,E ANGRY - BEGINNING TO READ,ER ANGRY,Lard Vader's villains /,"Amos, Ruth",CBA,EPRDR
21982020196162,73246,E ANGRY - BEGINNING TO READ,ER ANGRY,Lard Vader's villains /,"Amos, Ruth",CBA,EPRDR
21982030517159,74079,E ANGRY - BEGINNING TO READ,ER ANGRY,Yoda bird's heroes /,"Amos, Ruth",URL,EPRDR
21982028067290,73684,E ANGRY - BEGINNING TO READ,ER ANGRY,Darth Swindle's secrets /,"O'Hara, Scarlett",EMM,EPRDR
21982028067332,73684,E ANGRY - BEGINNING TO READ,ER ANGRY,Darth Swindle's secrets /,"O'Hara, Scarlett",TRL,EPRDR
21982028067308,73684,E ANGRY - BEGINNING TO READ,ER ANGRY,Darth Swindle's secrets /,"O'Hara, Scarlett",URL,EPRDR
21982028067357,73684,E ANGRY - BEGINNING TO READ,ER ANGRY,Darth Swindle's secrets /,"O'Hara, Scarlett",CBA,EPRDR
21982028067381,73685,E ANGRY - BEGINNING TO READ,ER ANGRY,Path to the pork side /,"O'Hara, Scarlett",CBA,EPRDR
21982028067415,73685,E ANGRY - BEGINNING TO READ,ER ANGRY,Path to the pork side /,"O'Hara, Scarlett",URL,EPRDR
21982028067423,73685,E ANGRY - BEGINNING TO READ,ER ANGRY,Path to the pork side /,"O'Hara, Scarlett",URL,EPRDR
21982028067472,73685,E ANGRY - BEGINNING TO READ,ER ANGRY,Path to the pork side /,"O'Hara, Scarlett",URL,EPRDR
21982028067431,73685,E ANGRY - BEGINNING TO READ,ER ANGRY,Path to the pork side /,"O'Hara, Scarlett",WAL,EPRDR
21982030562809,73980,E ARCHER - BEGINNING TO READ,ER ARCHER,Itsy bitsy spider /,"Archer, Dosh",TRL,EPRDR
21982030520419,73955,E ARCHER - BEGINNING TO READ,ER ARCHER,Big Bad Wolf /,"Archer, Dosh",URL,EPRDR
21982031645355,73955,E ARCHER - BEGINNING TO READ,ER ARCHER,Big Bad Wolf /,"Archer, Dosh",CBA,EPRDR
21982030520427,73955,E ARCHER - BEGINNING TO READ,ER ARCHER,Big Bad Wolf /,"Archer, Dosh",CBA,EPRDR
21982031645207,73980,E ARCHER - BEGINNING TO READ,ER ARCHER,Itsy bitsy spider /,"Archer, Dosh",URL,EPRDR
21982318847393,154888,E ARCHER - BEGINNING TO READ,ER ARCHER,The case of Piggy's Bank /,"Archer, Dosh",CBA,EPRDR
21982031645264,84246,E ARCHER - BEGINNING TO READ,ER ARCHER,Little Elephant's blocked trunk /,"Archer, Dosh",CBA,EPRDR
21982028260580,84246,E ARCHER - BEGINNING TO READ,ER ARCHER,Little Elephant's blocked trunk /,"Archer, Dosh",URL,EPRDR
21982318847401,154888,E ARCHER - BEGINNING TO READ,ER ARCHER,The case of Piggy's Bank /,"Archer, Dosh",WAL,EPRDR
21982015971256,13701,E ART - BEGINNING TO READ,ER ART,Big long animal song /,"Artell, Mike",BRU,EPRDR
21982015973724,13701,E ART - BEGINNING TO READ,ER ART,Big long animal song /,"Artell, Mike",TRL,EPRDR
21982008420485,2707,E AVI - BEGINNING TO READ,ER AVI,Prairie school /,"Avi, 1937-",EMM,EPRDR
21982318829425,153235,E BACKSTEIN - BEGINNING TO READ,ER BACKSTEIN,The blind men and the elephant /,"Backstein, Karen",BRU,EPRDR
21982318829383,153235,E BACKSTEIN - BEGINNING TO READ,ER BACKSTEIN,The blind men and the elephant /,"Backstein, Karen",CBA,EPRDR
21982318829409,153235,E BACKSTEIN - BEGINNING TO READ,ER BACKSTEIN,The blind men and the elephant /,"Backstein, Karen",URL,EPRDR
21982318829433,153235,E BACKSTEIN - BEGINNING TO READ,ER BACKSTEIN,The blind men and the elephant /,"Backstein, Karen",CBA,EPRDR
21982318829375,153235,E BACKSTEIN - BEGINNING TO READ,ER BACKSTEIN,The blind men and the elephant /,"Backstein, Karen",CBA,EPRDR
21982015499274,18798,E BAK - BEGINNING TO READ,ER BAK,Under the sea /,"Baker, Liza",CBA,EPRDR
21982318310111,116961,E BAKER - BEGINNING TO READ,ER BAKER,Sometimes /,"Baker, Keith, 1953-",BRU,EPRDR
21982318310152,116961,E BAKER - BEGINNING TO READ,ER BAKER,Sometimes /,"Baker, Keith, 1953-",BRU,EPRDR
21982318310129,116961,E BAKER - BEGINNING TO READ,ER BAKER,Sometimes /,"Baker, Keith, 1953-",CBA,EPRDR
21982318310103,116961,E BAKER - BEGINNING TO READ,ER BAKER,Sometimes /,"Baker, Keith, 1953-",EMM,EPRDR
21982318310137,116961,E BAKER - BEGINNING TO READ,ER BAKER,Sometimes /,"Baker, Keith, 1953-",URL,EPRDR
21982318310145,116961,E BAKER - BEGINNING TO READ,ER BAKER,Sometimes /,"Baker, Keith, 1953-",URL,EPRDR
21982028440190,79901,E BAKER - BEGINNING TO READ,ER BAKER,Gumballs : a Mr. and Mrs. Green adventure /,"Baker, Keith, 1953-",CBA,EPRDR
21982028818288,95916,E BAKER - BEGINNING TO READ,ER BAKER,At the park : a Mr. and Mrs. Green adventure /,"Baker, Keith, 1953-",URL,EPRDR
21982028818296,95916,E BAKER - BEGINNING TO READ,ER BAKER,At the park : a Mr. and Mrs. Green adventure /,"Baker, Keith, 1953-",URL,EPRDR
21982028818312,95916,E BAKER - BEGINNING TO READ,ER BAKER,At the park : a Mr. and Mrs. Green adventure /,"Baker, Keith, 1953-",WAL,EPRDR
21982028818338,95916,E BAKER - BEGINNING TO READ,ER BAKER,At the park : a Mr. and Mrs. Green adventure /,"Baker, Keith, 1953-",WAL,EPRDR
21982031645199,23061,E BAKER - BEGINNING TO READ,ER BAKER,On the Go with Mr. and Mrs. Green /,"Baker, Keith, 1953-",POR,EPRDR
21982031645298,11090,E BAKER - BEGINNING TO READ,ER BAKER,More Mr. and Mrs. Green /,"Baker, Keith, 1953-",WAL,EPRDR
21982028440174,79901,E BAKER - BEGINNING TO READ,ER BAKER,Gumballs : a Mr. and Mrs. Green adventure /,"Baker, Keith, 1953-",WAL,EPRDR
21982028440208,79901,E BAKER - BEGINNING TO READ,ER BAKER,Gumballs : a Mr. and Mrs. Green adventure /,"Baker, Keith, 1953-",URL,EPRDR
21982027984446,64009,E BAKER - BEGINNING TO READ,ER BAKER,Camping : a Mr. and Mrs. Green adventure /,"Baker, Keith, 1953-",CBA,EPRDR
21982027984453,64009,E BAKER - BEGINNING TO READ,ER BAKER,Camping : a Mr. and Mrs. Green adventure /,"Baker, Keith, 1953-",CBA,EPRDR
21982027984495,64009,E BAKER - BEGINNING TO READ,ER BAKER,Camping : a Mr. and Mrs. Green adventure /,"Baker, Keith, 1953-",CBA,EPRDR
21982031644754,64009,E BAKER - BEGINNING TO READ,ER BAKER,Camping : a Mr. and Mrs. Green adventure /,"Baker, Keith, 1953-",URL,EPRDR
21982027984438,64009,E BAKER - BEGINNING TO READ,ER BAKER,Camping : a Mr. and Mrs. Green adventure /,"Baker, Keith, 1953-",WAL,EPRDR
21982028440182,79901,E BAKER - BEGINNING TO READ,ER BAKER,Gumballs : a Mr. and Mrs. Green adventure /,"Baker, Keith, 1953-",URL,EPRDR
21982028440224,79901,E BAKER - BEGINNING TO READ,ER BAKER,Gumballs : a Mr. and Mrs. Green adventure /,"Baker, Keith, 1953-",TRL,EPRDR
21982318253493,116951,E BAKER - BEGINNING TO READ,ER BAKER,Meet Mr. and Mrs. Green /,"Baker, Keith, 1953-",URL,EPRDR
21982318253477,116951,E BAKER - BEGINNING TO READ,ER BAKER,Meet Mr. and Mrs. Green /,"Baker, Keith, 1953-",URL,EPRDR
21982031653938,116951,E BAKER - BEGINNING TO READ,ER BAKER,Meet Mr. and Mrs. Green /,"Baker, Keith, 1953-",URL,EPRDR
21982318253469,116951,E BAKER - BEGINNING TO READ,ER BAKER,Meet Mr. and Mrs. Green /,"Baker, Keith, 1953-",CBA,EPRDR
21982318253451,116951,E BAKER - BEGINNING TO READ,ER BAKER,Meet Mr. and Mrs. Green /,"Baker, Keith, 1953-",BRU,EPRDR
21982007123015,99303,E BAKER - BEGINNING TO READ,ER BAKER,One Saturday afternoon /,"Baker, Barbara, 1947-",CBA,EPRDR
21982028818346,95916,E BAKER - BEGINNING TO READ,ER BAKER,At the park : a Mr. and Mrs. Green adventure /,"Baker, Keith, 1953-",BRU,EPRDR
21982022175727,35779,E BANK  - BEGINNING TO READ,ER BANK ,Monkeys and dog days /,"Banks, Kate, 1960-",BRU,EPRDR
21982022175735,35779,E BANK  - BEGINNING TO READ,ER BANK ,Monkeys and dog days /,"Banks, Kate, 1960-",CBA,EPRDR
21982028824815,97260,E BANKS - BEGINNING TO READ,ER BANKS,Show me the bunny! /,"Banks, Steven, 1954-",WAL,EPRDR
21982028824849,97260,E BANKS - BEGINNING TO READ,ER BANKS,Show me the bunny! /,"Banks, Steven, 1954-",CBA,EPRDR
21982028824856,97260,E BANKS - BEGINNING TO READ,ER BANKS,Show me the bunny! /,"Banks, Steven, 1954-",CBA,EPRDR
21982028824823,97260,E BANKS - BEGINNING TO READ,ER BANKS,Show me the bunny! /,"Banks, Steven, 1954-",URL,EPRDR
21982028824872,97260,E BANKS - BEGINNING TO READ,ER BANKS,Show me the bunny! /,"Banks, Steven, 1954-",URL,EPRDR
21982027129620,57908,E BARB - BEGINNING TO READ,ER BARB,Barbie princess charm school /,"Homberg, Ruth",CBA,EPRDR
21982027129356,57911,E BARB - BEGINNING TO READ,ER BARB,"Barbie, I can be a pet vet /","Man-Kong, Mary",CBA,EPRDR
21982030466001,67392,E BARB - BEGINNING TO READ,ER BARB,Ballet dreams /,"Depken, Kristen L.",BRU,EPRDR
21982027129596,57908,E BARB - BEGINNING TO READ,ER BARB,Barbie princess charm school /,"Homberg, Ruth",CBA,EPRDR
21982030465995,67392,E BARB - BEGINNING TO READ,ER BARB,Ballet dreams /,"Depken, Kristen L.",TRL,EPRDR
21982029311309,115801,E BARBIE - BEGINNING TO READ,ER BARBIE,Sing it out /,"Wooster, Devin Ann",URL,EPRDR
21982029311275,115801,E BARBIE - BEGINNING TO READ,ER BARBIE,Sing it out /,"Wooster, Devin Ann",CBA,EPRDR
21982029311325,115801,E BARBIE - BEGINNING TO READ,ER BARBIE,Sing it out /,"Wooster, Devin Ann",POR,EPRDR
21982029311838,115807,E BARBIE - BEGINNING TO READ,ER BARBIE,Surf princess /,"Eberly, Chelsea",CBA,EPRDR
21982029311911,115807,E BARBIE - BEGINNING TO READ,ER BARBIE,Surf princess /,"Eberly, Chelsea",CBA,EPRDR
21982029311895,115807,E BARBIE - BEGINNING TO READ,ER BARBIE,Surf princess /,"Eberly, Chelsea",WAL,EPRDR
21982029311929,115807,E BARBIE - BEGINNING TO READ,ER BARBIE,Surf princess /,"Eberly, Chelsea",URL,EPRDR
21982031653029,115807,E BARBIE - BEGINNING TO READ,ER BARBIE,Surf princess /,"Eberly, Chelsea",MID,EPRDR
21982029311861,115807,E BARBIE - BEGINNING TO READ,ER BARBIE,Surf princess /,"Eberly, Chelsea",MYE,EPRDR
21982029311853,115807,E BARBIE - BEGINNING TO READ,ER BARBIE,Surf princess /,"Eberly, Chelsea",URL,EPRDR
21982029311887,115807,E BARBIE - BEGINNING TO READ,ER BARBIE,Surf princess /,"Eberly, Chelsea",URL,EPRDR
21982318296591,115761,E BARBIE - BEGINNING TO READ,ER BARBIE,Horse show champ /,"Parker, Jessie",URL,EPRDR
21982318296542,115761,E BARBIE - BEGINNING TO READ,ER BARBIE,Horse show champ /,"Parker, Jessie",MYE,EPRDR
21982031644622,115762,E BARBIE - BEGINNING TO READ,ER BARBIE,Barbie Thumbelina /,"Landolf, Diane Wright",WAL,EPRDR
21982029386772,115762,E BARBIE - BEGINNING TO READ,ER BARBIE,Barbie Thumbelina /,"Landolf, Diane Wright",MYE,EPRDR
21982029386863,115762,E BARBIE - BEGINNING TO READ,ER BARBIE,Barbie Thumbelina /,"Landolf, Diane Wright",POR,EPRDR
21982029386806,115762,E BARBIE - BEGINNING TO READ,ER BARBIE,Barbie Thumbelina /,"Landolf, Diane Wright",CBA,EPRDR
21982029386756,115762,E BARBIE - BEGINNING TO READ,ER BARBIE,Barbie Thumbelina /,"Landolf, Diane Wright",URL,EPRDR
21982029386780,115762,E BARBIE - BEGINNING TO READ,ER BARBIE,Barbie Thumbelina /,"Landolf, Diane Wright",URL,EPRDR
21982029386830,115762,E BARBIE - BEGINNING TO READ,ER BARBIE,Barbie Thumbelina /,"Landolf, Diane Wright",URL,EPRDR
21982029386848,115762,E BARBIE - BEGINNING TO READ,ER BARBIE,Barbie Thumbelina /,"Landolf, Diane Wright",TRL,EPRDR
21982029386566,115777,E BARBIE - BEGINNING TO READ,ER BARBIE,Barbie & her sisters in a puppy chase : Horses to the rescue /,"Wooster, Devin Ann",BKE,EPRDR
21982029386582,115777,E BARBIE - BEGINNING TO READ,ER BARBIE,Barbie & her sisters in a puppy chase : Horses to the rescue /,"Wooster, Devin Ann",CBA,EPRDR
21982029386616,115777,E BARBIE - BEGINNING TO READ,ER BARBIE,Barbie & her sisters in a puppy chase : Horses to the rescue /,"Wooster, Devin Ann",CBA,EPRDR
21982031653904,115777,E BARBIE - BEGINNING TO READ,ER BARBIE,Barbie & her sisters in a puppy chase : Horses to the rescue /,"Wooster, Devin Ann",MYE,EPRDR
21982029386608,115777,E BARBIE - BEGINNING TO READ,ER BARBIE,Barbie & her sisters in a puppy chase : Horses to the rescue /,"Wooster, Devin Ann",URL,EPRDR
21982029386541,115777,E BARBIE - BEGINNING TO READ,ER BARBIE,Barbie & her sisters in a puppy chase : Horses to the rescue /,"Wooster, Devin Ann",MYE,EPRDR
21982029386574,115777,E BARBIE - BEGINNING TO READ,ER BARBIE,Barbie & her sisters in a puppy chase : Horses to the rescue /,"Wooster, Devin Ann",WAL,EPRDR
21982029386558,115777,E BARBIE - BEGINNING TO READ,ER BARBIE,Barbie & her sisters in a puppy chase : Horses to the rescue /,"Wooster, Devin Ann",CBA,EPRDR
21982029387697,115780,E BARBIE - BEGINNING TO READ,ER BARBIE,I can be a pet vet /,"Man-Kong, Mary",BKE,EPRDR
21982029387598,115780,E BARBIE - BEGINNING TO READ,ER BARBIE,I can be a pet vet /,"Man-Kong, Mary",BRU,EPRDR
21982029387606,115780,E BARBIE - BEGINNING TO READ,ER BARBIE,I can be a pet vet /,"Man-Kong, Mary",BRU,EPRDR
21982029387630,115780,E BARBIE - BEGINNING TO READ,ER BARBIE,I can be a pet vet /,"Man-Kong, Mary",CBA,EPRDR
21982029387622,115780,E BARBIE - BEGINNING TO READ,ER BARBIE,I can be a pet vet /,"Man-Kong, Mary",MID,EPRDR
21982029387689,115780,E BARBIE - BEGINNING TO READ,ER BARBIE,I can be a pet vet /,"Man-Kong, Mary",MYE,EPRDR
21982029387648,115780,E BARBIE - BEGINNING TO READ,ER BARBIE,I can be a pet vet /,"Man-Kong, Mary",URL,EPRDR
21982029387663,115780,E BARBIE - BEGINNING TO READ,ER BARBIE,I can be a pet vet /,"Man-Kong, Mary",URL,EPRDR
21982029387655,115780,E BARBIE - BEGINNING TO READ,ER BARBIE,I can be a pet vet /,"Man-Kong, Mary",CBA,EPRDR
21982029387614,115780,E BARBIE - BEGINNING TO READ,ER BARBIE,I can be a pet vet /,"Man-Kong, Mary",MYE,EPRDR
21982318292848,115783,E BARBIE - BEGINNING TO READ,ER BARBIE,Let's build a snowman /,"Depken, Kristen L.",BKE,EPRDR
21982318292889,115783,E BARBIE - BEGINNING TO READ,ER BARBIE,Let's build a snowman /,"Depken, Kristen L.",CBA,EPRDR
21982318292913,115783,E BARBIE - BEGINNING TO READ,ER BARBIE,Let's build a snowman /,"Depken, Kristen L.",CBA,EPRDR
21982318292871,115783,E BARBIE - BEGINNING TO READ,ER BARBIE,Let's build a snowman /,"Depken, Kristen L.",URL,EPRDR
21982318292921,115783,E BARBIE - BEGINNING TO READ,ER BARBIE,Let's build a snowman /,"Depken, Kristen L.",URL,EPRDR
21982318292855,115783,E BARBIE - BEGINNING TO READ,ER BARBIE,Let's build a snowman /,"Depken, Kristen L.",EMM,EPRDR
21982029689282,115784,E BARBIE - BEGINNING TO READ,ER BARBIE,Let's pick apples! /,"Depken, Kristen L.",BKE,EPRDR
21982029689175,115784,E BARBIE - BEGINNING TO READ,ER BARBIE,Let's pick apples! /,"Depken, Kristen L.",CBA,EPRDR
21982029689225,115784,E BARBIE - BEGINNING TO READ,ER BARBIE,Let's pick apples! /,"Depken, Kristen L.",CBA,EPRDR
21982029689233,115784,E BARBIE - BEGINNING TO READ,ER BARBIE,Let's pick apples! /,"Depken, Kristen L.",CBA,EPRDR
21982029689274,115784,E BARBIE - BEGINNING TO READ,ER BARBIE,Let's pick apples! /,"Depken, Kristen L.",CBA,EPRDR
21982029689183,115784,E BARBIE - BEGINNING TO READ,ER BARBIE,Let's pick apples! /,"Depken, Kristen L.",URL,EPRDR
21982029689191,115784,E BARBIE - BEGINNING TO READ,ER BARBIE,Let's pick apples! /,"Depken, Kristen L.",WAL,EPRDR
21982029689258,115784,E BARBIE - BEGINNING TO READ,ER BARBIE,Let's pick apples! /,"Depken, Kristen L.",URL,EPRDR
21982029659657,115789,E BARBIE - BEGINNING TO READ,ER BARBIE,On your toes /,"Jordan, Apple",URL,EPRDR
21982029398926,115795,E BARBIE - BEGINNING TO READ,ER BARBIE,"Barbie, a perfect Christmas /","Webster, Christy",CBA,EPRDR
21982029398983,115795,E BARBIE - BEGINNING TO READ,ER BARBIE,"Barbie, a perfect Christmas /","Webster, Christy",CBA,EPRDR
21982029399015,115795,E BARBIE - BEGINNING TO READ,ER BARBIE,"Barbie, a perfect Christmas /","Webster, Christy",CBA,EPRDR
21982029398975,115795,E BARBIE - BEGINNING TO READ,ER BARBIE,"Barbie, a perfect Christmas /","Webster, Christy",WAL,EPRDR
21982029399007,115795,E BARBIE - BEGINNING TO READ,ER BARBIE,"Barbie, a perfect Christmas /","Webster, Christy",MYE,EPRDR
21982029398991,115795,E BARBIE - BEGINNING TO READ,ER BARBIE,"Barbie, a perfect Christmas /","Webster, Christy",URL,EPRDR
21982029399445,115795,E BARBIE - BEGINNING TO READ,ER BARBIE,"Barbie, a perfect Christmas /","Webster, Christy",WAL,EPRDR
21982029398967,115795,E BARBIE - BEGINNING TO READ,ER BARBIE,"Barbie, a perfect Christmas /","Webster, Christy",CBA,EPRDR
21982029399114,115799,E BARBIE - BEGINNING TO READ,ER BARBIE,Saving the day! /,"Lagonegro, Melissa",BRU,EPRDR
21982029399171,115799,E BARBIE - BEGINNING TO READ,ER BARBIE,Saving the day! /,"Lagonegro, Melissa",CBA,EPRDR
21982029399148,115799,E BARBIE - BEGINNING TO READ,ER BARBIE,Saving the day! /,"Lagonegro, Melissa",CBA,EPRDR
21982029399205,115799,E BARBIE - BEGINNING TO READ,ER BARBIE,Saving the day! /,"Lagonegro, Melissa",MID,EPRDR
21982029399213,115799,E BARBIE - BEGINNING TO READ,ER BARBIE,Saving the day! /,"Lagonegro, Melissa",TRL,EPRDR
21982029399130,115799,E BARBIE - BEGINNING TO READ,ER BARBIE,Saving the day! /,"Lagonegro, Melissa",URL,EPRDR
21982029399155,115799,E BARBIE - BEGINNING TO READ,ER BARBIE,Saving the day! /,"Lagonegro, Melissa",URL,EPRDR
21982029399163,115799,E BARBIE - BEGINNING TO READ,ER BARBIE,Saving the day! /,"Lagonegro, Melissa",URL,EPRDR
21982029311358,115801,E BARBIE - BEGINNING TO READ,ER BARBIE,Sing it out /,"Wooster, Devin Ann",CBA,EPRDR
21982029311366,115801,E BARBIE - BEGINNING TO READ,ER BARBIE,Sing it out /,"Wooster, Devin Ann",CBA,EPRDR
21982029311317,115801,E BARBIE - BEGINNING TO READ,ER BARBIE,Sing it out /,"Wooster, Devin Ann",HDQ,EPRDR
21982029311267,115801,E BARBIE - BEGINNING TO READ,ER BARBIE,Sing it out /,"Wooster, Devin Ann",CBA,EPRDR
21982029311291,115801,E BARBIE - BEGINNING TO READ,ER BARBIE,Sing it out /,"Wooster, Devin Ann",URL,EPRDR
21982029386632,115756,E BARBIE - BEGINNING TO READ,ER BARBIE,Barbie and the three musketeers /,"Man-Kong, Mary",CBA,EPRDR
21982029386640,115756,E BARBIE - BEGINNING TO READ,ER BARBIE,Barbie and the three musketeers /,"Man-Kong, Mary",CBA,EPRDR
21982031644549,115756,E BARBIE - BEGINNING TO READ,ER BARBIE,Barbie and the three musketeers /,"Man-Kong, Mary",CBA,EPRDR
21982029386731,115756,E BARBIE - BEGINNING TO READ,ER BARBIE,Barbie and the three musketeers /,"Man-Kong, Mary",MID,EPRDR
