ITEM,BID,OLDCN,NEWCN,TITLE,AUTHOR,BRANCHCODE,LOCCODE
21982021776640,30774,E EASTMAN - BEGINNING TO READ,ER EASTMAN,Fred and Ted like to fly /,"Eastman, Peter, 1942-",URL,EPRDR
21982029397522,116940,E EASTMAN - BEGINNING TO READ,ER EASTMAN,Fred and Ted's road trip /,"Eastman, Peter, 1942-",MYE,EPRDR
21982027419393,53102,E EGAN - BEGINNING TO READ,ER EGAN,Dodsworth in Rome /,"Egan, Tim",WAL,EPRDR
21982027419369,53102,E EGAN - BEGINNING TO READ,ER EGAN,Dodsworth in Rome /,"Egan, Tim",BRU,EPRDR
21982030031169,67630,E EGAN - BEGINNING TO READ,ER EGAN,Dodsworth in Tokyo /,"Egan, Tim, 1957-",URL,EPRDR
21982030031144,67630,E EGAN - BEGINNING TO READ,ER EGAN,Dodsworth in Tokyo /,"Egan, Tim, 1957-",CBA,EPRDR
21982027419385,53102,E EGAN - BEGINNING TO READ,ER EGAN,Dodsworth in Rome /,"Egan, Tim",URL,EPRDR
21982027419351,53102,E EGAN - BEGINNING TO READ,ER EGAN,Dodsworth in Rome /,"Egan, Tim",URL,EPRDR
21982027419377,53102,E EGAN - BEGINNING TO READ,ER EGAN,Dodsworth in Rome /,"Egan, Tim",CBA,EPRDR
21982022334910,36446,E EGAN - BEGINNING TO READ,ER EGAN,Dodsworth in Paris /,"Egan, Tim",WAL,EPRDR
21982021836022,36446,E EGAN - BEGINNING TO READ,ER EGAN,Dodsworth in Paris /,"Egan, Tim",CBA,EPRDR
21982021836048,36446,E EGAN - BEGINNING TO READ,ER EGAN,Dodsworth in Paris /,"Egan, Tim",CBA,EPRDR
21982021835990,36446,E EGAN - BEGINNING TO READ,ER EGAN,Dodsworth in Paris /,"Egan, Tim",BRU,EPRDR
21982024442596,42639,E EGAN - BEGINNING TO READ,ER EGAN,Dodsworth in London /,"Egan, Tim",CBA,EPRDR
21982024442760,42639,E EGAN - BEGINNING TO READ,ER EGAN,Dodsworth in London /,"Egan, Tim",MID,EPRDR
21982024442745,42639,E EGAN - BEGINNING TO READ,ER EGAN,Dodsworth in London /,"Egan, Tim",BRU,EPRDR
21982030726487,42639,E EGAN - BEGINNING TO READ,ER EGAN,Dodsworth in London /,"Egan, Tim",BKC,EPRDR
21982020057802,71514,E EVANSV - BEGINNING TO READ,ER EVANSV,Flint and friends! /,"Evans, Cordelia",TRL,EPRDR
21982020057877,71514,E EVANSV - BEGINNING TO READ,ER EVANSV,Flint and friends! /,"Evans, Cordelia",MYE,EPRDR
21982020057851,71514,E EVANSV - BEGINNING TO READ,ER EVANSV,Flint and friends! /,"Evans, Cordelia",CBA,EPRDR
21982020057844,71514,E EVANSV - BEGINNING TO READ,ER EVANSV,Flint and friends! /,"Evans, Cordelia",CBA,EPRDR
21982020057836,71514,E EVANSV - BEGINNING TO READ,ER EVANSV,Flint and friends! /,"Evans, Cordelia",CBA,EPRDR
21982020057869,71514,E EVANSV - BEGINNING TO READ,ER EVANSV,Flint and friends! /,"Evans, Cordelia",BRU,EPRDR
21982020057786,71514,E EVANSV - BEGINNING TO READ,ER EVANSV,Flint and friends! /,"Evans, Cordelia",URL,EPRDR
21982027265374,60499,E FARL - BEGINNING TO READ,ER FARL,Mia and the dance for two /,"Farley, Robin",CBA,EPRDR
21982027264765,60499,E FARL - BEGINNING TO READ,ER FARL,Mia and the dance for two /,"Farley, Robin",CBA,EPRDR
21982027264773,60499,E FARL - BEGINNING TO READ,ER FARL,Mia and the dance for two /,"Farley, Robin",MID,EPRDR
21982022103216,60499,E FARL - BEGINNING TO READ,ER FARL,Mia and the dance for two /,"Farley, Robin",TRL,EPRDR
21982027264757,60499,E FARL - BEGINNING TO READ,ER FARL,Mia and the dance for two /,"Farley, Robin",MYE,EPRDR
21982020019901,72082,E FEDER - BEGINNING TO READ,ER FEDER,Spooky friends : Scarlet and Igor /,"Feder, Jane",BRU,EPRDR
21982027170533,59621,E FELD - BEGINNING TO READ,ER FELD,"Harry Cat and Tucker Mouse, starring Harry /","Feldman, Thea",WAL,EPRDR
21982027170517,59621,E FELD - BEGINNING TO READ,ER FELD,"Harry Cat and Tucker Mouse, starring Harry /","Feldman, Thea",BRU,EPRDR
21982027170558,59621,E FELD - BEGINNING TO READ,ER FELD,"Harry Cat and Tucker Mouse, starring Harry /","Feldman, Thea",CBA,EPRDR
21982029069899,96395,E FENSKE - BEGINNING TO READ,ER FENSKE,"A pig, a fox, and a box /","Fenske, Jonathan",BRU,EPRDR
21982318618802,145631,E FENSKE - BEGINNING TO READ,ER FENSKE,We need more nuts! /,"Fenske, Jonathan",WAL,EPRDR
21982318618786,145631,E FENSKE - BEGINNING TO READ,ER FENSKE,We need more nuts! /,"Fenske, Jonathan",WAL,EPRDR
21982318618778,145631,E FENSKE - BEGINNING TO READ,ER FENSKE,We need more nuts! /,"Fenske, Jonathan",WAL,EPRDR
21982318618810,145631,E FENSKE - BEGINNING TO READ,ER FENSKE,We need more nuts! /,"Fenske, Jonathan",URL,EPRDR
21982318618794,145631,E FENSKE - BEGINNING TO READ,ER FENSKE,We need more nuts! /,"Fenske, Jonathan",CBA,EPRDR
21982029069808,96395,E FENSKE - BEGINNING TO READ,ER FENSKE,"A pig, a fox, and a box /","Fenske, Jonathan",WAL,EPRDR
21982029069857,96395,E FENSKE - BEGINNING TO READ,ER FENSKE,"A pig, a fox, and a box /","Fenske, Jonathan",URL,EPRDR
21982031653755,96395,E FENSKE - BEGINNING TO READ,ER FENSKE,"A pig, a fox, and a box /","Fenske, Jonathan",TRL,EPRDR
21982029069816,96395,E FENSKE - BEGINNING TO READ,ER FENSKE,"A pig, a fox, and a box /","Fenske, Jonathan",MID,EPRDR
21982029069881,96395,E FENSKE - BEGINNING TO READ,ER FENSKE,"A pig, a fox, and a box /","Fenske, Jonathan",CBA,EPRDR
21982029069840,96395,E FENSKE - BEGINNING TO READ,ER FENSKE,"A pig, a fox, and a box /","Fenske, Jonathan",CBA,EPRDR
21982318618828,145631,E FENSKE - BEGINNING TO READ,ER FENSKE,We need more nuts! /,"Fenske, Jonathan",WAL,EPRDR
21982020000844,70766,E FIND - BEGINNING TO READ,ER FIND,Puss in Boots /,"Findlay, Lisa",URL,EPRDR
21982020000810,70766,E FIND - BEGINNING TO READ,ER FIND,Puss in Boots /,"Findlay, Lisa",POR,EPRDR
21982020000794,70766,E FIND - BEGINNING TO READ,ER FIND,Puss in Boots /,"Findlay, Lisa",BRU,EPRDR
21982029222720,108424,E FLOWERS - BEGINNING TO READ,ER FLOWERS,Ninja on the farm /,"Flowers, Luke",URL,EPRDR
21982029222704,108424,E FLOWERS - BEGINNING TO READ,ER FLOWERS,Ninja on the farm /,"Flowers, Luke",URL,EPRDR
21982029222696,108424,E FLOWERS - BEGINNING TO READ,ER FLOWERS,Ninja on the farm /,"Flowers, Luke",URL,EPRDR
21982029222712,108424,E FLOWERS - BEGINNING TO READ,ER FLOWERS,Ninja on the farm /,"Flowers, Luke",CBA,EPRDR
21982029222654,108424,E FLOWERS - BEGINNING TO READ,ER FLOWERS,Ninja on the farm /,"Flowers, Luke",MYE,EPRDR
21982029222688,108424,E FLOWERS - BEGINNING TO READ,ER FLOWERS,Ninja on the farm /,"Flowers, Luke",CBA,EPRDR
21982031653789,108424,E FLOWERS - BEGINNING TO READ,ER FLOWERS,Ninja on the farm /,"Flowers, Luke",WAL,EPRDR
21982029222662,108424,E FLOWERS - BEGINNING TO READ,ER FLOWERS,Ninja on the farm /,"Flowers, Luke",BKE,EPRDR
21982029222647,108424,E FLOWERS - BEGINNING TO READ,ER FLOWERS,Ninja on the farm /,"Flowers, Luke",CBA,EPRDR
21982029222639,108424,E FLOWERS - BEGINNING TO READ,ER FLOWERS,Ninja on the farm /,"Flowers, Luke",URL,EPRDR
21982029397290,715,E FRITH - BEGINNING TO READ,ER FRITH,I'll teach my dog 100 words /,"Frith, Michael K.",URL,EPRDR
21982029397282,715,E FRITH - BEGINNING TO READ,ER FRITH,I'll teach my dog 100 words /,"Frith, Michael K.",URL,EPRDR
21982031644937,715,E FRITH - BEGINNING TO READ,ER FRITH,I'll teach my dog 100 words /,"Frith, Michael K.",TRL,EPRDR
21982029397274,715,E FRITH - BEGINNING TO READ,ER FRITH,I'll teach my dog 100 words /,"Frith, Michael K.",MID,EPRDR
21982029397332,715,E FRITH - BEGINNING TO READ,ER FRITH,I'll teach my dog 100 words /,"Frith, Michael K.",CBA,EPRDR
21982029397324,715,E FRITH - BEGINNING TO READ,ER FRITH,I'll teach my dog 100 words /,"Frith, Michael K.",CBA,EPRDR
21982029397258,715,E FRITH - BEGINNING TO READ,ER FRITH,I'll teach my dog 100 words /,"Frith, Michael K.",CBA,EPRDR
21982029397241,715,E FRITH - BEGINNING TO READ,ER FRITH,I'll teach my dog 100 words /,"Frith, Michael K.",WAL,EPRDR
21982027209463,715,E FRITH - BEGINNING TO READ,ER FRITH,I'll teach my dog 100 words /,"Frith, Michael K.",CBA,EPRDR
21982028472193,86841,E GALL - BEGINNING TO READ,ER GALL,Meet the Dinotrux /,"Gall, Chris",WAL,EPRDR
21982028471914,86835,E GALL - BEGINNING TO READ,ER GALL,Dinotrux go to school /,"Gall, Chris",URL,EPRDR
21982028472235,86841,E GALL - BEGINNING TO READ,ER GALL,Meet the Dinotrux /,"Gall, Chris",BRU,EPRDR
21982031660099,86841,E GALL - BEGINNING TO READ,ER GALL,Meet the Dinotrux /,"Gall, Chris",WAL,EPRDR
21982028472276,86841,E GALL - BEGINNING TO READ,ER GALL,Meet the Dinotrux /,"Gall, Chris",CBA,EPRDR
21982028472243,86841,E GALL - BEGINNING TO READ,ER GALL,Meet the Dinotrux /,"Gall, Chris",TRL,EPRDR
21982028471906,86835,E GALL - BEGINNING TO READ,ER GALL,Dinotrux go to school /,"Gall, Chris",POR,EPRDR
21982028472268,86841,E GALL - BEGINNING TO READ,ER GALL,Meet the Dinotrux /,"Gall, Chris",WAL,EPRDR
21982028472284,86841,E GALL - BEGINNING TO READ,ER GALL,Meet the Dinotrux /,"Gall, Chris",WAL,EPRDR
21982028472250,86841,E GALL - BEGINNING TO READ,ER GALL,Meet the Dinotrux /,"Gall, Chris",CBA,EPRDR
21982028472219,86841,E GALL - BEGINNING TO READ,ER GALL,Meet the Dinotrux /,"Gall, Chris",TRL,EPRDR
21982031660107,86835,E GALL - BEGINNING TO READ,ER GALL,Dinotrux go to school /,"Gall, Chris",CBA,EPRDR
21982318265828,12974,E GANTOS - BEGINNING TO READ,ER GANTOS,Rotten Ralph feels rotten /,"Gantos, Jack",CBA,EPRDR
21982318262841,3149,E GANTOS - BEGINNING TO READ,ER GANTOS,Rotten Ralph helps out /,"Gantos, Jack",WAL,EPRDR
21982318262866,3149,E GANTOS - BEGINNING TO READ,ER GANTOS,Rotten Ralph helps out /,"Gantos, Jack",CBA,EPRDR
21982318262858,3149,E GANTOS - BEGINNING TO READ,ER GANTOS,Rotten Ralph helps out /,"Gantos, Jack",BRU,EPRDR
21982318265810,12974,E GANTOS - BEGINNING TO READ,ER GANTOS,Rotten Ralph feels rotten /,"Gantos, Jack",MYE,EPRDR
21982030141000,75545,E GANTOS - BEGINNING TO READ,ER GANTOS,Rotten Ralph's rotten family /,"Gantos, Jack",BRU,EPRDR
21982030140978,75545,E GANTOS - BEGINNING TO READ,ER GANTOS,Rotten Ralph's rotten family /,"Gantos, Jack",TRL,EPRDR
21982030140994,75545,E GANTOS - BEGINNING TO READ,ER GANTOS,Rotten Ralph's rotten family /,"Gantos, Jack",TRL,EPRDR
21982031659661,75545,E GANTOS - BEGINNING TO READ,ER GANTOS,Rotten Ralph's rotten family /,"Gantos, Jack",URL,EPRDR
21982318265802,12974,E GANTOS - BEGINNING TO READ,ER GANTOS,Rotten Ralph feels rotten /,"Gantos, Jack",URL,EPRDR
21982029766296,100813,E GARTON - BEGINNING TO READ,ER GARTON,"Oh no, bath time! /","Garton, Sam",WAL,EPRDR
21982029766262,100813,E GARTON - BEGINNING TO READ,ER GARTON,"Oh no, bath time! /","Garton, Sam",BKE,EPRDR
21982029766288,100813,E GARTON - BEGINNING TO READ,ER GARTON,"Oh no, bath time! /","Garton, Sam",WAL,EPRDR
21982029766270,100813,E GARTON - BEGINNING TO READ,ER GARTON,"Oh no, bath time! /","Garton, Sam",WAL,EPRDR
21982031659588,100813,E GARTON - BEGINNING TO READ,ER GARTON,"Oh no, bath time! /","Garton, Sam",TRL,EPRDR
21982029766312,100813,E GARTON - BEGINNING TO READ,ER GARTON,"Oh no, bath time! /","Garton, Sam",TRL,EPRDR
21982319021543,100813,E GARTON - BEGINNING TO READ,ER GARTON,"Oh no, bath time! /","Garton, Sam",WAL,EPRDR
21982021866292,31443,E GEOR - BEGINNING TO READ,ER GEOR,Goose and Duck /,"George, Jean Craighead, 1919-",MYE,EPRDR
21982021867167,31443,E GEOR - BEGINNING TO READ,ER GEOR,Goose and Duck /,"George, Jean Craighead, 1919-",URL,EPRDR
21982021867191,31443,E GEOR - BEGINNING TO READ,ER GEOR,Goose and Duck /,"George, Jean Craighead, 1919-",EMM,EPRDR
21982021866268,31443,E GEOR - BEGINNING TO READ,ER GEOR,Goose and Duck /,"George, Jean Craighead, 1919-",MID,EPRDR
21982030512689,74012,E GEORGE - BEGINNING TO READ,ER GEORGE,Spark /,"George, K., 1983-",MYE,EPRDR
21982030512762,74012,E GEORGE - BEGINNING TO READ,ER GEORGE,Spark /,"George, K., 1983-",URL,EPRDR
21982030512705,74012,E GEORGE - BEGINNING TO READ,ER GEORGE,Spark /,"George, K., 1983-",URL,EPRDR
21982030512796,74012,E GEORGE - BEGINNING TO READ,ER GEORGE,Spark /,"George, K., 1983-",MYE,EPRDR
21982030512721,74012,E GEORGE - BEGINNING TO READ,ER GEORGE,Spark /,"George, K., 1983-",EMM,EPRDR
21982030512770,74012,E GEORGE - BEGINNING TO READ,ER GEORGE,Spark /,"George, K., 1983-",CBA,EPRDR
21982030512754,74012,E GEORGE - BEGINNING TO READ,ER GEORGE,Spark /,"George, K., 1983-",CBA,EPRDR
21982030512713,74012,E GEORGE - BEGINNING TO READ,ER GEORGE,Spark /,"George, K., 1983-",CBA,EPRDR
21982030512697,74012,E GEORGE - BEGINNING TO READ,ER GEORGE,Spark /,"George, K., 1983-",CBA,EPRDR
21982031659802,94648,E GEORGE - BEGINNING TO READ,ER GEORGE,Splash /,"George, K., 1983-",URL,EPRDR
21982029072596,94648,E GEORGE - BEGINNING TO READ,ER GEORGE,Splash /,"George, K., 1983-",MYE,EPRDR
21982029072570,94648,E GEORGE - BEGINNING TO READ,ER GEORGE,Splash /,"George, K., 1983-",MID,EPRDR
21982015507852,15921,E GERVER - BEGINNING TO READ,ER GERVER,Bath time /,"Gerver, Jane E.",BRU,EPRDR
21982028834913,1456,E GHIGNA - BEGINNING TO READ,ER GHIGNA,Mice are nice /,"Ghigna, Charles",TRL,EPRDR
21982031660271,1456,E GHIGNA - BEGINNING TO READ,ER GHIGNA,Mice are nice /,"Ghigna, Charles",MID,EPRDR
21982028834889,1456,E GHIGNA - BEGINNING TO READ,ER GHIGNA,Mice are nice /,"Ghigna, Charles",BRU,EPRDR
21982031660263,1456,E GHIGNA - BEGINNING TO READ,ER GHIGNA,Mice are nice /,"Ghigna, Charles",TRL,EPRDR
21982028834905,1456,E GHIGNA - BEGINNING TO READ,ER GHIGNA,Mice are nice /,"Ghigna, Charles",WAL,EPRDR
21982028326316,79113,E GIFF - BEGINNING TO READ,ER GIFF,The garden monster /,"Giff, Patricia Reilly",URL,EPRDR
21982031660172,79113,E GIFF - BEGINNING TO READ,ER GIFF,The garden monster /,"Giff, Patricia Reilly",CBA,EPRDR
21982028326282,79113,E GIFF - BEGINNING TO READ,ER GIFF,The garden monster /,"Giff, Patricia Reilly",BRU,EPRDR
21982030366961,66565,E GIFF - BEGINNING TO READ,ER GIFF,The big something /,"Giff, Patricia Reilly",URL,EPRDR
21982030366953,66565,E GIFF - BEGINNING TO READ,ER GIFF,The big something /,"Giff, Patricia Reilly",BRU,EPRDR
21982021017318,14807,E GIK - BEGINNING TO READ,ER GIK,The big game /,"Gikow, Louise",URL,EPRDR
21982318265299,117896,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the best day ever /,"Gilman, Grace",BKE,EPRDR
21982318265349,117896,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the best day ever /,"Gilman, Grace",BRU,EPRDR
21982318265331,117896,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the best day ever /,"Gilman, Grace",BKE,EPRDR
21982318265372,117896,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the best day ever /,"Gilman, Grace",EMM,EPRDR
21982318265380,117896,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the best day ever /,"Gilman, Grace",URL,EPRDR
21982318265356,117896,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the best day ever /,"Gilman, Grace",TRL,EPRDR
21982318265398,117896,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the best day ever /,"Gilman, Grace",TRL,EPRDR
21982031660016,117896,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the best day ever /,"Gilman, Grace",URL,EPRDR
21982318265364,117896,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the best day ever /,"Gilman, Grace",URL,EPRDR
21982318265315,117896,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the best day ever /,"Gilman, Grace",WAL,EPRDR
21982318265026,117898,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the good deeds /,"Gilman, Grace",BRU,EPRDR
21982031659497,117898,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the good deeds /,"Gilman, Grace",CBA,EPRDR
21982318265034,117898,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the good deeds /,"Gilman, Grace",MYE,EPRDR
21982318265000,117898,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the good deeds /,"Gilman, Grace",TRL,EPRDR
21982318265067,117898,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the good deeds /,"Gilman, Grace",TRL,EPRDR
21982318264995,117898,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the good deeds /,"Gilman, Grace",URL,EPRDR
21982318265059,117898,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the good deeds /,"Gilman, Grace",URL,EPRDR
21982318265075,117898,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the good deeds /,"Gilman, Grace",URL,EPRDR
21982318265018,117898,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the good deeds /,"Gilman, Grace",WAL,EPRDR
21982318265083,117898,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the good deeds /,"Gilman, Grace",WAL,EPRDR
21982318290669,117899,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the big bully /,"Gilman, Grace",BRU,EPRDR
21982318290677,117899,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the big bully /,"Gilman, Grace",BRU,EPRDR
21982318290735,117899,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the big bully /,"Gilman, Grace",BRU,EPRDR
21982318290685,117899,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the big bully /,"Gilman, Grace",CBA,EPRDR
21982318290693,117899,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the big bully /,"Gilman, Grace",MID,EPRDR
21982318290719,117899,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the big bully /,"Gilman, Grace",URL,EPRDR
21982318290727,117899,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the big bully /,"Gilman, Grace",URL,EPRDR
21982318290750,117899,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the big bully /,"Gilman, Grace",WAL,EPRDR
21982318264722,117901,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie wins the race /,"Gilman, Grace",BKE,EPRDR
21982318264672,117901,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie wins the race /,"Gilman, Grace",BRU,EPRDR
21982318264748,117901,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie wins the race /,"Gilman, Grace",CBA,EPRDR
21982318264755,117901,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie wins the race /,"Gilman, Grace",URL,EPRDR
21982318264680,117901,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie wins the race /,"Gilman, Grace",MID,EPRDR
21982031659604,117901,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie wins the race /,"Gilman, Grace",TRL,EPRDR
21982318264664,117901,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie wins the race /,"Gilman, Grace",URL,EPRDR
21982318264698,117901,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie wins the race /,"Gilman, Grace",URL,EPRDR
21982318264706,117901,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie wins the race /,"Gilman, Grace",URL,EPRDR
21982318264714,117901,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie wins the race /,"Gilman, Grace",URL,EPRDR
21982318264656,117901,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie wins the race /,"Gilman, Grace",WAL,EPRDR
21982318264730,117901,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie wins the race /,"Gilman, Grace",WAL,EPRDR
21982318511155,138014,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the class treat /,"Gilman, Grace",BRU,EPRDR
21982318511114,138014,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the class treat /,"Gilman, Grace",MID,EPRDR
21982031777224,138014,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the class treat /,"Gilman, Grace",CBA,EPRDR
21982318511122,138014,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the class treat /,"Gilman, Grace",POR,EPRDR
21982318511148,138014,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the class treat /,"Gilman, Grace",TRL,EPRDR
21982318511106,138014,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the class treat /,"Gilman, Grace",URL,EPRDR
21982318511130,138014,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the class treat /,"Gilman, Grace",URL,EPRDR
21982318511163,138014,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the class treat /,"Gilman, Grace",WAL,EPRDR
21982318511189,138014,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the class treat /,"Gilman, Grace",WAL,EPRDR
21982027137847,59196,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie loves school pet day /,"Gilman, Grace",CBA,EPRDR
21982027137979,59196,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie loves school pet day /,"Gilman, Grace",CBA,EPRDR
21982027137995,59196,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie loves school pet day /,"Gilman, Grace",MYE,EPRDR
21982027137854,59196,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie loves school pet day /,"Gilman, Grace",TRL,EPRDR
21982027137987,59196,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie loves school pet day /,"Gilman, Grace",TRL,EPRDR
21982027138001,59196,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie loves school pet day /,"Gilman, Grace",URL,EPRDR
21982031659752,59196,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie loves school pet day /,"Gilman, Grace",URL,EPRDR
21982027137888,59196,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie loves school pet day /,"Gilman, Grace",URL,EPRDR
21982027502479,54102,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie /,"Gilman, Grace",MID,EPRDR
21982027502461,54102,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie /,"Gilman, Grace",CBA,EPRDR
21982027502453,54102,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie /,"Gilman, Grace",MID,EPRDR
21982027502495,54102,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie /,"Gilman, Grace",URL,EPRDR
21982027502503,54102,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie /,"Gilman, Grace",URL,EPRDR
21982031659646,54102,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie /,"Gilman, Grace",URL,EPRDR
21982028034746,63516,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the school trip /,"Gilman, Grace",BKE,EPRDR
21982028034720,63516,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the school trip /,"Gilman, Grace",BRU,EPRDR
21982028034738,63516,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the school trip /,"Gilman, Grace",BRU,EPRDR
21982028034712,63516,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the school trip /,"Gilman, Grace",URL,EPRDR
21982028034753,63516,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the school trip /,"Gilman, Grace",URL,EPRDR
21982031659984,63516,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie and the school trip /,"Gilman, Grace",URL,EPRDR
21982027137946,59196,E GILMAN - BEGINNING TO READ,ER GILMAN,Dixie loves school pet day /,"Gilman, Grace",BRU,EPRDR
21982020372490,18279,E GOD - BEGINNING TO READ,ER GOD,"Happy Christmas, Honey! /","Godwin, Laura",URL,EPRDR
21982031777232,56771,E GOOD - BEGINNING TO READ,ER GOOD,Big Cat /,"Goodhart, Pippa",URL,EPRDR
21982020369330,18199,E GOR - BEGINNING TO READ,ER GOR,Ms. Turtle the babysitter /,"Gorbachev, Valeri",CBA,EPRDR
21982020370072,18199,E GOR - BEGINNING TO READ,ER GOR,Ms. Turtle the babysitter /,"Gorbachev, Valeri",URL,EPRDR
21982015130853,14512,E GORB - BEGINNING TO READ,ER GORB,Whose hat is it? /,"Gorbachev, Valeri",CBA,EPRDR
21982020224899,14512,E GORB - BEGINNING TO READ,ER GORB,Whose hat is it? /,"Gorbachev, Valeri",WAL,EPRDR
21982015137601,14512,E GORB - BEGINNING TO READ,ER GORB,Whose hat is it? /,"Gorbachev, Valeri",TRL,EPRDR
21982021917145,14512,E GORB - BEGINNING TO READ,ER GORB,Whose hat is it? /,"Gorbachev, Valeri",URL,EPRDR
21982021917152,14512,E GORB - BEGINNING TO READ,ER GORB,Whose hat is it? /,"Gorbachev, Valeri",URL,EPRDR
21982021917160,14512,E GORB - BEGINNING TO READ,ER GORB,Whose hat is it? /,"Gorbachev, Valeri",TRL,EPRDR
21982027366172,70438,E GORD - BEGINNING TO READ,ER GORD,Rain forest animals /,"Gordon, Sharon",TRL,EPRDR
21982027063290,69695,E GORD - BEGINNING TO READ,ER GORD,Ocean animals /,"Gordon, Sharon",WAL,EPRDR
21982028099145,69675,E GORD - BEGINNING TO READ,ER GORD,Wetland animals /,"Gordon, Sharon",MID,EPRDR
21982028099152,69675,E GORD - BEGINNING TO READ,ER GORD,Wetland animals /,"Gordon, Sharon",CBA,EPRDR
21982027366156,70437,E GORD - BEGINNING TO READ,ER GORD,Plains animals /,"Gordon, Sharon",URL,EPRDR
21982027366149,70437,E GORD - BEGINNING TO READ,ER GORD,Plains animals /,"Gordon, Sharon",EMM,EPRDR
21982318261587,52501,E GOWA - BEGINNING TO READ,ER GOWA,Leo's new pet /,"Gowar, Mick, 1951-",TRL,EPRDR
21982318261579,52501,E GOWA - BEGINNING TO READ,ER GOWA,Leo's new pet /,"Gowar, Mick, 1951-",URL,EPRDR
21982318261603,52501,E GOWA - BEGINNING TO READ,ER GOWA,Leo's new pet /,"Gowar, Mick, 1951-",CBA,EPRDR
